ID,Degree of urbanization,Geographic region,Historically Black College or University?,Religious affiliation,Tribal college?
C1024,Town: Remote,Southwest,No,N/A,No
C1025,Rural: Distant,Southwest,Yes,N/A,No
C1026,Town: Remote,Southwest,No,N/A,No
C1027,Town: Remote,Southwest,No,N/A,No
C1028,City: Large,Southwest,No,Churches of Christ,No
C1029,Rural: Distant,Southwest,No,N/A,No
C1030,Town: Distant,Southwest,No,N/A,No
C1031,Town: Distant,Southwest,No,Baptist,No
C1032,City: Large,Southwest,No,United Methodist,No
C1033,Suburb: Midsize,Southwest,No,N/A,No
C1034,City: Large,Southwest,No,Other Protestant,No
C1035,Town: Fringe,Southwest,No,N/A,No
C1036,Rural: Fringe,Southwest,No,Roman Catholic,No
C1037,Town: Distant,Southwest,No,N/A,No
C1038,Town: Distant,Southwest,No,N/A,No
C1039,Suburb: Large,Southwest,No,Pentecostal Holiness Church,No
C1040,Town: Remote,Southwest,No,N/A,No
C1041,City: Large,Southwest,No,Presbyterian Church (USA),No
C1042,City: Large,Far West,No,Lutheran Church - Missouri Synod,No
C1043,Town: Remote,Far West,No,N/A,No
C1044,Town: Fringe,Far West,No,Friends,No
C1045,City: Large,Far West,No,N/A,No
C1046,Town: Distant,Far West,No,American Baptist,No
C1047,Suburb: Large,Far West,No,Roman Catholic,No
C1048,City: Midsize,Far West,No,Christian Church (Disciples of Christ),No
C1049,Town: Remote,Far West,No,N/A,No
C1050,City: Small,Far West,No,N/A,No
C1051,City: Midsize,Far West,No,N/A,No
C1052,Suburb: Large,Far West,No,N/A,No
C1053,City: Large,Far West,No,N/A,No
C1054,City: Large,Far West,No,Roman Catholic,No
C1055,City: Large,Far West,No,N/A,No
C1056,Suburb: Midsize,Far West,No,N/A,No
C1057,City: Large,Far West,No,Church of God,No
C1058,City: Midsize,Far West,No,Baptist,No
C1059,City: Midsize,Far West,No,N/A,No
C1060,Town: Fringe,Far West,No,N/A,No
C1061,Suburb: Large,Mid East,No,Other (none of the above),No
C1062,City: Small,Mid East,No,United Methodist,No
C1063,Town: Distant,Mid East,No,United Methodist,No
C1064,Rural: Fringe,Mid East,No,Roman Catholic,No
C1065,City: Small,Mid East,No,Roman Catholic,No
C1066,Suburb: Large,Mid East,No,Presbyterian Church (USA),No
C1067,City: Small,Mid East,No,N/A,No
C1068,Suburb: Large,Mid East,No,N/A,No
C1069,Town: Distant,Mid East,No,N/A,No
C1070,Suburb: Large,Mid East,No,Roman Catholic,No
C1071,Suburb: Small,Mid East,No,N/A,No
C1072,City: Large,Mid East,No,Roman Catholic,No
C1073,City: Large,Mid East,No,N/A,No
C1074,City: Midsize,Mid East,No,N/A,No
C1075,City: Large,Mid East,No,N/A,No
C1076,City: Large,Mid East,No,Roman Catholic,No
C1077,Suburb: Large,Mid East,Yes,N/A,No
C1078,Town: Remote,Mid East,No,N/A,No
C1079,Suburb: Large,Mid East,No,N/A,No
C1080,City: Small,Mid East,No,N/A,No
C1081,City: Large,Mid East,No,N/A,No
C1082,City: Large,Mid East,No,Roman Catholic,No
C1083,City: Small,Mid East,No,N/A,No
C1084,Suburb: Large,Mid East,No,American Baptist,No
C1085,Town: Fringe,Mid East,No,N/A,No
C1086,Suburb: Large,Mid East,No,Church of Brethren,No
C1087,City: Small,Mid East,No,N/A,No
C1088,City: Midsize,Mid East,No,Roman Catholic,No
C1089,Suburb: Large,Mid East,No,Reformed Presbyterian Church,No
C1090,City: Small,Mid East,No,N/A,No
C1091,Suburb: Large,Mid East,No,Jewish,No
C1092,Suburb: Large,Mid East,No,Roman Catholic,No
C1093,Suburb: Large,Mid East,No,N/A,No
C1094,City: Large,Mid East,No,Roman Catholic,No
C1095,Suburb: Large,Mid East,No,Roman Catholic,No
C1096,Town: Distant,Mid East,No,N/A,No
C1097,Town: Distant,Mid East,No,N/A,No
C1098,Suburb: Large,Mid East,No,N/A,No
C1099,City: Small,Mid East,No,Roman Catholic,No
C1100,Town: Fringe,Mid East,No,N/A,No
C1101,Suburb: Large,Mid East,No,Roman Catholic,No
C1102,City: Large,Mid East,No,Roman Catholic,No
C1103,Suburb: Large,Mid East,No,Presbyterian Church (USA),No
C1104,Suburb: Small,Mid East,No,United Methodist,No
C1105,City: Small,Mid East,No,N/A,No
C1106,Suburb: Large,Mid East,Yes,N/A,No
C1107,Town: Distant,Mid East,No,N/A,No
C1108,City: Small,Mid East,No,United Methodist,No
C1109,Town: Distant,Mid East,No,N/A,No
C1110,City: Small,Mid East,No,Roman Catholic,No
C1111,City: Midsize,Mid East,No,Roman Catholic,No
C1112,Suburb: Large,Mid East,No,Interdenominational,No
C1113,Suburb: Large,Mid East,No,N/A,No
C1114,Suburb: Large,Mid East,No,Roman Catholic,No
C1115,City: Small,Mid East,No,Moravian Church,No
C1116,Town: Fringe,Mid East,No,Roman Catholic,No
C1117,City: Midsize,Mid East,No,Evangelical Lutheran Church,No
C1118,Suburb: Large,Mid East,No,Roman Catholic,No
C1119,Suburb: Midsize,Mid East,No,N/A,No
C1120,Suburb: Large,Mid East,No,N/A,No
C1121,Rural: Fringe,Mid East,No,N/A,No
C1122,Suburb: Large,Mid East,No,N/A,No
C1123,Rural: Fringe,Mid East,No,N/A,No
C1124,Suburb: Large,Mid East,No,N/A,No
C1125,Suburb: Large,Mid East,No,N/A,No
C1126,City: Small,Mid East,No,N/A,No
C1127,Suburb: Large,Mid East,No,N/A,No
C1128,Suburb: Large,Mid East,No,N/A,No
C1129,Suburb: Large,Mid East,No,N/A,No
C1130,Suburb: Large,Mid East,No,N/A,No
C1131,Town: Remote,Mid East,No,N/A,No
C1132,Rural: Fringe,Mid East,No,N/A,No
C1133,Suburb: Small,Mid East,No,N/A,No
C1134,City: Small,Mid East,No,N/A,No
C1135,Suburb: Large,Mid East,No,N/A,No
C1136,Town: Fringe,Mid East,No,N/A,No
C1137,Suburb: Large,Mid East,No,N/A,No
C1138,Town: Distant,Mid East,No,N/A,No
C1139,Suburb: Midsize,Mid East,No,N/A,No
C1140,City: Large,Mid East,No,N/A,No
C1141,City: Large,Mid East,No,N/A,No
C1142,City: Large,Mid East,No,N/A,No
C1143,Suburb: Large,Mid East,No,N/A,No
C1144,Town: Remote,Mid East,No,N/A,No
C1145,Suburb: Large,Mid East,No,N/A,No
C1146,Suburb: Small,Mid East,No,N/A,No
C1147,City: Large,Mid East,No,N/A,No
C1148,City: Large,Mid East,No,N/A,No
C1149,Suburb: Large,Mid East,No,N/A,No
C1150,Suburb: Large,Mid East,No,Roman Catholic,No
C1151,Town: Fringe,Mid East,No,Roman Catholic,No
C1152,City: Large,Mid East,No,Roman Catholic,No
C1153,Suburb: Large,Mid East,No,Roman Catholic,No
C1154,City: Small,Mid East,No,Roman Catholic,No
C1155,Suburb: Large,Mid East,No,Roman Catholic,No
C1156,Town: Fringe,Mid East,No,N/A,No
C1157,Town: Distant,Mid East,No,N/A,No
C1158,Town: Distant,Mid East,No,Evangelical Lutheran Church,No
C1159,Suburb: Large,Mid East,No,N/A,No
C1160,City: Large,Mid East,No,N/A,No
C1161,Town: Fringe,Mid East,No,Evangelical Lutheran Church,No
C1162,Suburb: Large,Mid East,No,N/A,No
C1163,Suburb: Large,Mid East,No,Assemblies of God Church,No
C1164,Suburb: Large,Mid East,No,Roman Catholic,No
C1165,Suburb: Large,Mid East,No,N/A,No
C1166,Town: Distant,Mid East,No,Presbyterian Church (USA),No
C1167,Suburb: Large,Mid East,No,N/A,No
C1168,Town: Fringe,Mid East,No,Presbyterian Church (USA),No
C1169,Suburb: Large,Mid East,No,N/A,No
C1170,City: Small,Mid East,No,N/A,No
C1171,City: Small,Mid East,No,Presbyterian Church (USA),No
C1172,Suburb: Midsize,Mid East,No,N/A,No
C1173,City: Midsize,New England,No,N/A,No
C1174,Suburb: Large,New England,No,N/A,No
C1175,City: Midsize,New England,No,N/A,No
C1176,Suburb: Large,New England,No,N/A,No
C1177,City: Midsize,New England,No,Roman Catholic,No
C1178,Suburb: Large,New England,No,N/A,No
C1179,Suburb: Large,New England,No,N/A,No
C1180,Suburb: Large,New England,No,N/A,No
C1181,Suburb: Large,New England,No,Roman Catholic,No
C1182,City: Midsize,Southeast,Yes,African Methodist Episcopal,No
C1183,City: Small,Southeast,No,Baptist,No
C1184,City: Small,Southeast,No,Baptist,No
C1185,City: Midsize,Southeast,Yes,Baptist,No
C1186,Suburb: Large,Southeast,No,Wesleyan,No
C1187,City: Midsize,Southeast,No,N/A,No
C1188,City: Midsize,Southeast,No,N/A,No
C1189,Town: Distant,Southeast,Yes,United Methodist,No
C1190,Suburb: Large,Southeast,No,N/A,No
C1191,Town: Distant,Southeast,No,N/A,No
C1192,City: Midsize,Southeast,No,N/A,No
C1193,City: Midsize,Southeast,No,United Methodist,No
C1194,City: Small,Southeast,No,N/A,No
C1195,Rural: Distant,Southeast,No,Reformed Presbyterian Church,No
C1196,Suburb: Small,Southeast,No,N/A,No
C1197,Suburb: Large,Southeast,No,N/A,No
C1198,Town: Distant,Southeast,No,N/A,No
C1199,Town: Fringe,Southeast,No,N/A,No
C1200,City: Small,Southeast,Yes,Baptist,No
C1201,Town: Distant,Southeast,No,Evangelical Lutheran Church,No
C1202,Rural: Fringe,Southeast,No,Southern Baptist,No
C1203,Town: Distant,Southeast,No,Presbyterian Church (USA),No
C1204,Suburb: Large,Southeast,No,N/A,No
C1205,Town: Fringe,Southeast,No,N/A,No
C1206,City: Midsize,Southeast,No,N/A,No
C1207,City: Small,Southeast,No,N/A,No
C1208,Town: Distant,Southeast,Yes,N/A,No
C1209,Suburb: Midsize,Southeast,No,N/A,No
C1210,Rural: Fringe,Southeast,Yes,Protestant Episcopal,No
C1211,City: Small,Southeast,No,N/A,No
C1212,City: Small,Southeast,No,United Methodist,No
C1213,City: Midsize,Plains,No,Evangelical Lutheran Church,No
C1214,Town: Distant,Plains,No,N/A,No
C1215,Town: Distant,Plains,No,N/A,No
C1216,Town: Remote,Plains,No,United Methodist,No
C1217,Town: Remote,Plains,No,Roman Catholic,No
C1218,Town: Remote,Plains,No,N/A,No
C1219,Town: Remote,Plains,No,Roman Catholic,No
C1220,Town: Remote,Plains,No,N/A,No
C1221,City: Midsize,Plains,No,American Baptist,No
C1222,Town: Distant,Plains,No,N/A,No
C1223,City: Large,Southeast,No,Roman Catholic,No
C1224,City: Midsize,Southeast,No,N/A,No
C1225,City: Large,Southeast,No,Interdenominational,No
C1226,Town: Distant,Southeast,No,Cumberland Presbyterian,No
C1227,Town: Distant,Southeast,No,Interdenominational,No
C1228,Suburb: Small,Southeast,No,Baptist,No
C1229,City: Large,Southeast,No,Roman Catholic,No
C1230,Town: Fringe,Southeast,No,N/A,No
C1231,City: Large,Southeast,No,Churches of Christ,No
C1232,City: Small,Southeast,No,N/A,No
C1233,City: Large,Southeast,Yes,N/A,No
C1234,City: Large,Southeast,No,Free Will Baptist Church,No
C1235,Town: Distant,Southeast,No,Churches of Christ,No
C1236,City: Small,Southeast,No,Presbyterian Church (USA),No
C1237,City: Small,Southeast,Yes,Christian Methodist Episcopal,No
C1238,City: Large,Southeast,Yes,Multiple Protestant Denomination,No
C1239,City: Small,Southeast,No,Church of God,No
C1240,Town: Remote,Southeast,No,N/A,No
C1241,Town: Distant,Southeast,No,United Methodist,No
C1242,Suburb: Large,Southeast,No,Presbyterian Church (USA),No
C1243,City: Large,Southeast,No,N/A,No
C1244,City: Midsize,Southeast,No,N/A,No
C1245,Suburb: Midsize,Southeast,No,Christian Churches and Churches of Christ,No
C1246,City: Large,Southeast,No,Presbyterian Church (USA),No
C1247,Rural: Distant,Southeast,No,Protestant Episcopal,No
C1248,Suburb: Large,Southeast,No,Seventh Day Adventists,No
C1249,Town: Distant,Southeast,No,United Methodist,No
C1250,City: Midsize,Southeast,No,N/A,No
C1251,City: Midsize,Southeast,No,N/A,No
C1252,Town: Remote,Southeast,No,N/A,No
C1253,City: Large,Southeast,Yes,N/A,No
C1254,Town: Remote,Southeast,No,N/A,No
C1255,City: Large,Southeast,No,Church of the Nazarene,No
C1256,Town: Distant,Southeast,No,Presbyterian Church (USA),No
C1257,City: Small,Southeast,No,Southern Baptist,No
C1258,City: Large,Southeast,No,N/A,No
C1259,City: Midsize,Southwest,No,Churches of Christ,No
C1260,City: Small,Southwest,No,N/A,No
C1261,City: Small,Southwest,No,Presbyterian Church (USA),No
C1262,City: Midsize,Southwest,No,Baptist,No
C1263,City: Large,Southwest,No,Lutheran Church - Missouri Synod,No
C1264,City: Large,Southwest,No,N/A,No
C1265,City: Large,Southwest,No,Baptist,No
C1266,City: Midsize,Southwest,No,Roman Catholic,No
C1267,Town: Distant,Southwest,No,Baptist,No
C1268,Rural: Fringe,Southwest,No,N/A,No
C1269,Town: Distant,Southwest,No,N/A,No
C1270,City: Midsize,Southwest,No,Baptist,No
C1271,City: Large,Southwest,No,Southern Baptist,No
C1272,Suburb: Large,Southwest,No,N/A,No
C1273,City: Large,Southwest,No,N/A,No
C1274,City: Small,Southwest,No,N/A,No
C1275,City: Large,Southwest,No,N/A,No
C1276,Town: Remote,Southwest,No,Baptist,No
C1277,City: Large,Southwest,Yes,Multiple Protestant Denomination,No
C1278,City: Large,Southwest,No,Roman Catholic,No
C1279,Rural: Distant,Southwest,Yes,Christian Church (Disciples of Christ),No
C1280,City: Midsize,Southwest,No,N/A,No
C1281,City: Midsize,Southwest,No,N/A,No
C1282,City: Small,Southwest,No,Interdenominational,No
C1283,City: Midsize,Southwest,No,Churches of Christ,No
C1284,Suburb: Small,Southwest,No,Baptist,No
C1285,City: Midsize,Southwest,No,United Methodist,No
C1286,City: Midsize,Southwest,No,N/A,No
C1287,City: Midsize,Southwest,No,N/A,No
C1288,City: Large,Southwest,No,Roman Catholic,No
C1289,City: Small,Southwest,No,N/A,No
C1290,City: Midsize,Southwest,No,N/A,No
C1291,City: Large,Southwest,Yes,African Methodist Episcopal,No
C1292,Town: Distant,Southwest,Yes,N/A,No
C1293,City: Large,Southwest,No,N/A,No
C1294,City: Large,Southwest,No,Roman Catholic,No
C1295,City: Large,Southwest,No,Roman Catholic,No
C1296,Town: Distant,Southwest,No,N/A,No
C1297,Town: Remote,Southwest,No,Presbyterian Church (USA),No
C1298,City: Large,Southwest,No,Roman Catholic,No
C1299,Suburb: Large,Southwest,No,United Methodist,No
C1300,Suburb: Large,Southwest,No,Assemblies of God Church,No
C1301,Suburb: Large,Southwest,No,United Methodist,No
C1302,Rural: Fringe,Southwest,No,N/A,No
C1303,Suburb: Small,Southwest,No,N/A,No
C1304,Town: Fringe,Southwest,No,Seventh Day Adventists,No
C1305,Town: Distant,Southwest,Yes,Churches of Christ,No
C1306,Town: Remote,Southwest,No,N/A,No
C1307,Town: Remote,Southwest,No,N/A,No
C1308,Town: Distant,Southwest,No,N/A,No
C1309,Town: Fringe,Southwest,No,,No
C1310,City: Small,Southwest,No,N/A,No
C1311,City: Large,Southwest,No,N/A,No
C1312,City: Large,Southwest,No,N/A,No
C1313,City: Midsize,Southwest,No,N/A,No
C1314,City: Large,Southwest,No,N/A,No
C1315,City: Small,Southwest,No,N/A,No
C1316,City: Large,Southwest,No,Christian Church (Disciples of Christ),No
C1317,City: Small,Southwest,Yes,Christian Methodist Episcopal,No
C1318,Town: Fringe,Southwest,No,American Evangelical Lutheran Church,No
C1319,City: Midsize,Southwest,No,N/A,No
C1320,City: Large,Southwest,No,N/A,No
C1321,City: Large,Southwest,Yes,N/A,No
C1322,City: Midsize,Southwest,No,N/A,No
C1323,City: Large,Southwest,No,United Methodist,No
C1324,City: Midsize,Southwest,No,N/A,No
C1325,City: Large,Southwest,No,Presbyterian Church (USA),No
C1326,Town: Remote,Southwest,No,Southern Baptist,No
C1327,Town: Fringe,Southwest,No,N/A,No
C1328,Town: Distant,Southwest,Yes,United Methodist,No
C1329,City: Midsize,Rocky Mountains,No,Latter Day Saints (Mormon Church),No
C1330,Town: Fringe,Far West,No,Latter Day Saints (Mormon Church),No
C1331,City: Small,Rocky Mountains,No,N/A,No
C1332,Town: Remote,Rocky Mountains,No,N/A,No
C1333,Suburb: Large,Rocky Mountains,No,N/A,No
C1334,City: Small,Rocky Mountains,No,N/A,No
C1335,City: Small,Rocky Mountains,No,N/A,No
C1336,City: Small,Rocky Mountains,No,N/A,No
C1337,City: Midsize,Rocky Mountains,No,N/A,No
C1338,City: Small,Rocky Mountains,No,N/A,No
C1339,City: Midsize,Rocky Mountains,No,N/A,No
C1340,Town: Distant,New England,No,N/A,No
C1341,City: Small,New England,No,N/A,No
C1342,Town: Distant,New England,No,N/A,No
C1343,City: Small,New England,No,N/A,No
C1344,Rural: Distant,New England,No,N/A,No
C1345,Rural: Distant,New England,No,United Methodist,No
C1346,Rural: Distant,New England,No,N/A,No
C1347,Town: Remote,New England,No,N/A,No
C1348,Rural: Distant,New England,No,N/A,No
C1349,Town: Distant,New England,No,N/A,No
C1350,Town: Distant,New England,No,N/A,No
C1351,Suburb: Midsize,New England,No,Roman Catholic,No
C1352,Rural: Fringe,New England,No,N/A,No
C1353,Town: Remote,New England,No,Roman Catholic,No
C1354,Rural: Fringe,New England,No,N/A,No
C1355,Rural: Remote,New England,No,N/A,No
C1356,Rural: Remote,New England,No,N/A,No
C1357,City: Small,New England,No,N/A,No
C1358,Town: Remote,Southeast,No,Baptist,No
C1359,Town: Remote,Southeast,No,Baptist,No
C1360,Suburb: Small,Southeast,No,Church of Brethren,No
C1361,Suburb: Small,Southeast,No,N/A,No
C1362,City: Large,Southeast,No,N/A,No
C1363,City: Midsize,Southeast,No,N/A,No
C1364,Rural: Fringe,Southeast,No,United Methodist,No
C1365,City: Small,Southeast,No,Mennonite Church,No
C1366,Rural: Distant,Southeast,No,United Methodist,No
C1367,Suburb: Large,Southeast,No,N/A,No
C1368,Rural: Distant,Southeast,No,N/A,No
C1369,City: Midsize,Southeast,Yes,N/A,No
C1370,Suburb: Midsize,Southeast,No,N/A,No
C1371,City: Small,Southeast,No,N/A,No
C1372,City: Small,Southeast,No,Evangelical Christian,No
C1373,Town: Remote,Southeast,No,N/A,No
C1374,City: Small,Southeast,No,Christian Church (Disciples of Christ),No
C1375,City: Small,Southeast,No,Presbyterian Church (USA),No
C1376,Suburb: Midsize,Southeast,No,N/A,No
C1377,City: Midsize,Southeast,No,Roman Catholic,No
C1378,City: Midsize,Southeast,Yes,N/A,No
C1379,City: Midsize,Southeast,No,N/A,No
C1380,City: Small,Southeast,No,N/A,No
C1381,Suburb: Large,Southeast,No,United Methodist,No
C1382,City: Small,Southeast,No,United Methodist,No
C1383,City: Midsize,Southeast,No,N/A,No
C1384,Suburb: Midsize,Southeast,No,Evangelical Lutheran Church,No
C1385,City: Small,Southeast,No,United Methodist,No
C1386,Town: Distant,Southeast,No,N/A,No
C1387,Suburb: Midsize,Southeast,No,N/A,No
C1388,Town: Distant,Southeast,No,N/A,No
C1389,City: Small,Southeast,No,Baptist,No
C1390,City: Small,Southeast,No,N/A,No
C1391,City: Midsize,Southeast,No,N/A,No
C1392,City: Small,Southeast,No,N/A,No
C1393,Town: Distant,Southeast,No,N/A,No
C1394,Suburb: Large,Southeast,Yes,N/A,No
C1395,City: Midsize,Southeast,Yes,Baptist,No
C1396,City: Large,Southeast,No,United Methodist,No
C1397,Town: Distant,Southeast,No,N/A,No
C1398,Town: Distant,Far West,No,N/A,No
C1399,City: Large,Far West,No,N/A,No
C1400,Town: Fringe,Far West,No,N/A,No
C1401,Suburb: Midsize,Far West,No,N/A,No
C1402,City: Midsize,Far West,No,Roman Catholic,No
C1403,Rural: Fringe,Far West,No,N/A,No
C1404,City: Midsize,Far West,No,Evangelical Lutheran Church,No
C1405,Suburb: Large,Far West,No,Assemblies of God Church,No
C1406,Suburb: Large,Far West,No,Evangelical Lutheran Church,No
C1407,City: Midsize,Far West,No,N/A,No
C1408,Suburb: Midsize,Far West,No,Roman Catholic,No
C1409,City: Large,Far West,No,Free Methodist,No
C1410,City: Large,Far West,No,Roman Catholic,No
C1411,Suburb: Small,Far West,No,Seventh Day Adventists,No
C1412,Town: Distant,Far West,No,N/A,No
C1413,City: Large,Far West,No,N/A,No
C1414,City: Small,Far West,No,N/A,No
C1415,City: Small,Far West,No,N/A,No
C1416,Suburb: Large,Far West,No,Presbyterian,No
C1417,Town: Distant,Southeast,No,American Baptist,No
C1418,Rural: Fringe,Southeast,No,Christian Church (Disciples of Christ),No
C1419,Town: Remote,Southeast,Yes,N/A,No
C1420,City: Small,Southeast,No,N/A,No
C1421,Town: Remote,Southeast,No,N/A,No
C1422,Town: Remote,Southeast,No,Presbyterian Church (USA),No
C1423,Town: Distant,Southeast,No,N/A,No
C1424,Town: Remote,Southeast,No,N/A,No
C1425,City: Small,Southeast,No,N/A,No
C1426,City: Small,Southeast,No,Churches of Christ,No
C1427,Suburb: Small,Southeast,No,N/A,No
C1428,Town: Fringe,Southeast,No,N/A,No
C1429,Suburb: Midsize,Southeast,Yes,N/A,No
C1430,Rural: Fringe,Southeast,No,N/A,No
C1431,Rural: Fringe,Southeast,No,N/A,No
C1432,Town: Remote,Southeast,No,United Methodist,No
C1433,City: Small,Southeast,No,N/A,No
C1434,City: Small,Southeast,No,Roman Catholic,No
C1435,City: Large,Great Lakes,No,Roman Catholic,No
C1436,City: Small,Great Lakes,No,N/A,No
C1437,Suburb: Large,Great Lakes,No,Roman Catholic,No
C1438,City: Small,Great Lakes,No,Presbyterian Church (USA),No
C1439,Suburb: Midsize,Great Lakes,No,Evangelical Lutheran Church,No
C1440,Suburb: Large,Great Lakes,No,Lutheran Church - Missouri Synod,No
C1441,City: Midsize,Great Lakes,No,Roman Catholic,No
C1442,Rural: Fringe,Great Lakes,No,United Church of Christ,No
C1443,City: Small,Great Lakes,No,N/A,No
C1444,Town: Fringe,Great Lakes,No,Baptist,No
C1445,City: Small,Great Lakes,No,Roman Catholic,No
C1446,City: Large,Great Lakes,No,Roman Catholic,No
C1447,City: Large,Great Lakes,No,N/A,No
C1448,City: Large,Great Lakes,No,Roman Catholic,No
C1449,Rural: Remote,Great Lakes,No,Baptist,No
C1450,Town: Remote,Great Lakes,No,United Church of Christ,No
C1451,Town: Distant,Great Lakes,No,N/A,No
C1452,Suburb: Midsize,Great Lakes,No,Roman Catholic,No
C1453,Town: Distant,Great Lakes,No,Roman Catholic,No
C1454,City: Small,Great Lakes,No,Roman Catholic,No
C1455,Town: Distant,Great Lakes,No,N/A,No
C1456,City: Small,Great Lakes,No,N/A,No
C1457,City: Midsize,Great Lakes,No,N/A,No
C1458,City: Small,Great Lakes,No,N/A,No
C1459,City: Large,Great Lakes,No,Wisconsin Evangelical Lutheran Synod,No
C1460,City: Small,Great Lakes,No,N/A,No
C1461,Suburb: Midsize,Great Lakes,No,N/A,No
C1462,Town: Distant,Great Lakes,No,N/A,No
C1463,Suburb: Midsize,Great Lakes,No,N/A,No
C1464,City: Midsize,Great Lakes,No,N/A,No
C1465,City: Large,Great Lakes,No,N/A,No
C1466,Town: Distant,Great Lakes,No,N/A,No
C1467,Town: Distant,Great Lakes,No,N/A,No
C1468,Town: Distant,Great Lakes,No,N/A,No
C1469,Town: Remote,Rocky Mountains,No,N/A,No
C1470,Suburb: Large,Far West,No,N/A,No
C1471,Suburb: Midsize,Great Lakes,No,N/A,No
C1472,City: Midsize,Southeast,No,N/A,No
C1473,Rural: Fringe,Southwest,No,N/A,No
C1474,Suburb: Large,Far West,No,N/A,No
C1475,City: Small,Far West,No,N/A,No
C1476,Town: Distant,New England,No,N/A,No
C1477,City: Large,Far West,No,N/A,No
C1478,Town: Fringe,Great Lakes,No,N/A,No
C1479,City: Large,Southwest,No,Church of God,No
C1480,City: Midsize,Far West,No,N/A,No
C1481,City: Small,Southeast,No,N/A,No
C1482,City: Midsize,Plains,No,N/A,No
C1483,City: Small,Mid East,No,N/A,No
C1484,Suburb: Large,Far West,No,N/A,No
C1485,Suburb: Large,Southeast,No,N/A,No
C1486,City: Large,Far West,No,N/A,No
C1487,Suburb: Large,Far West,No,N/A,No
C1488,City: Midsize,Far West,No,N/A,No
C1489,Suburb: Small,Great Lakes,No,N/A,No
C1490,Suburb: Midsize,Southeast,No,N/A,No
C1491,City: Small,Southeast,No,N/A,No
C1492,Suburb: Large,Far West,No,N/A,No
C1493,Suburb: Large,Great Lakes,No,N/A,No
C1494,Suburb: Large,Great Lakes,No,N/A,No
C1495,Rural: Fringe,Great Lakes,No,N/A,No
C1496,City: Midsize,Southeast,No,N/A,No
C1497,Suburb: Midsize,Far West,No,N/A,No
C1498,Suburb: Small,Great Lakes,No,N/A,No
C1499,Suburb: Large,Great Lakes,No,N/A,No
C1500,Suburb: Large,Southeast,No,N/A,No
C1501,City: Large,Great Lakes,No,N/A,No
C1502,Suburb: Large,Great Lakes,No,American Baptist,No
C1503,Suburb: Large,Rocky Mountains,No,N/A,No
C1504,Suburb: Large,Southeast,No,N/A,No
C1505,Suburb: Large,Great Lakes,No,Jewish,No
C1506,City: Small,Southeast,No,N/A,No
C1507,Suburb: Large,Rocky Mountains,No,N/A,No
C1508,City: Large,Rocky Mountains,No,N/A,No
C1509,Town: Distant,New England,No,N/A,No
C1510,Suburb: Midsize,Far West,No,N/A,No
C1511,City: Large,Far West,No,N/A,No
C1512,Suburb: Midsize,Far West,No,N/A,No
C1513,Suburb: Large,Great Lakes,No,N/A,No
C1514,City: Midsize,Southeast,No,N/A,No
C1515,Town: Distant,Plains,No,United Methodist,No
C1516,City: Large,Southeast,No,N/A,No
C1517,Rural: Distant,Southeast,No,Roman Catholic,No
C1518,City: Small,Mid East,No,N/A,No
C1519,City: Small,Rocky Mountains,No,N/A,No
C1520,City: Small,Mid East,No,N/A,No
C1521,Suburb: Large,Southeast,No,N/A,No
C1522,City: Large,Plains,No,N/A,No
C1523,City: Small,Southeast,No,Southern Baptist,No
C1524,City: Large,Rocky Mountains,No,N/A,No
C1525,City: Small,Great Lakes,No,N/A,No
C1526,City: Midsize,Southeast,No,N/A,No
C1527,Suburb: Large,Far West,No,N/A,No
C1528,Town: Remote,Southeast,No,Baptist,No
C1529,Rural: Fringe,Mid East,No,N/A,No
C1530,Suburb: Large,Southeast,No,N/A,No
C1531,City: Large,Mid East,No,Interdenominational,No
C1532,Town: Distant,Plains,No,American Baptist,No
C1533,City: Midsize,Far West,No,Undenominational,No
C1534,Suburb: Large,Southeast,No,N/A,No
